gene	CTRL1	CTRL2	CTRL3	Treated1	Treated2	Treated3
ENSG00000012061.16_ERCC1	9713.00	11158.00	11914.00	7324.00	8176.00	8799.00
ENSG00000012124.17_CD22	0.00	0.00	0.00	2.00	4.00	2.00
ENSG00000012171.20_SEMA3B	331.00	308.00	355.00	353.00	379.00	378.00
ENSG00000012174.12_MBTPS2	5749.32	6798.00	7416.00	8592.74	9587.49	10336.00
ENSG00000012211.13_PRICKLE3	986.00	1047.00	1199.00	659.00	755.00	784.00
ENSG00000012223.13_LTF	6.00	2.00	4.00	3.00	2.00	13.00
ENSG00000012232.9_EXTL3	10804.00	11511.00	12545.00	10245.00	10656.00	11571.00
ENSG00000012504.15_NR1H4	20.00	24.00	17.00	6.00	6.00	9.00
ENSG00000012660.14_ELOVL5	30625.00	36350.00	39548.00	27500.00	31050.00	33699.00
ENSG00000012779.12_ALOX5	5.00	5.00	28.00	4.00	15.00	14.00
ENSG00000012817.16_KDM5D	0.00	9.00	7.00	2.00	0.00	1.00
ENSG00000012822.16_CALCOCO1	5764.00	6852.00	7217.00	3141.00	3541.00	3626.00
ENSG00000012963.15_UBR7	4575.00	5379.00	6032.94	3752.00	4156.79	4408.00
ENSG00000012983.12_MAP4K5	3112.00	3736.00	4079.00	3131.00	3291.00	3497.00
ENSG00000013016.16_EHD3	1280.00	1232.00	1537.00	898.00	966.00	1086.00
ENSG00000013275.8_PSMC4	4886.00	6123.00	6401.00	4699.00	5109.00	5213.00
ENSG00000013288.9_MAN2B2	6305.00	7319.00	8101.00	4171.00	5177.00	5491.00
ENSG00000013293.6_SLC7A14	1842.00	1955.00	2171.00	866.00	999.00	1136.00
ENSG00000013297.12_CLDN11	138.00	146.00	164.00	70.00	63.00	67.00
ENSG00000013306.16_SLC25A39	9920.00	10921.00	12772.00	7592.00	8272.00	9230.00
ENSG00000013364.19_MVP	4456.74	4734.87	5260.70	4156.46	4489.37	5045.75
ENSG00000013374.17_NUB1	5105.00	5907.00	6475.00	4268.00	4578.00	4978.00
ENSG00000013375.16_PGM3	13007.00	15107.00	15437.00	11353.00	12257.00	13334.00
ENSG00000013392.8_RWDD2A	1808.00	2101.00	2120.00	1673.00	1653.00	1742.00
ENSG00000013441.17_CLK1	2730.00	3081.00	3249.00	1629.00	1559.00	1870.00
ENSG00000013503.10_POLR3B	1979.00	2123.00	2302.00	1478.00	1565.00	1614.00
ENSG00000013523.11_ANGEL1	1543.74	1687.69	1975.70	1328.38	1483.87	1470.92
ENSG00000013561.18_RNF14	2333.00	2594.00	2774.00	1791.00	1972.00	2010.00
ENSG00000013563.14_DNASE1L1	2227.00	2448.00	2879.00	1669.00	2008.00	2179.00
ENSG00000013573.17_DDX11	1903.85	2176.03	2509.64	1737.34	1811.93	1878.08
ENSG00000013583.10_HEBP1	1129.00	1120.00	1238.00	784.00	819.00	795.00
ENSG00000013588.9_GPRC5A	289.00	397.00	412.00	993.00	1010.00	1109.00
ENSG00000013619.15_MAMLD1	497.00	597.00	556.00	333.00	435.00	485.00
ENSG00000013725.14_CD6	0.00	0.00	0.00	0.00	3.00	0.00
ENSG00000013810.21_TACC3	7601.00	8802.00	9659.00	6480.00	7184.00	7410.00
ENSG00000014123.10_UFL1	9999.00	11756.00	12468.00	8214.00	9217.00	9918.00
ENSG00000014138.9_POLA2	2973.49	3068.12	3403.88	1842.85	2044.80	2170.79
ENSG00000014164.7_ZC3H3	1747.00	1696.00	1904.00	1493.00	1499.00	1637.00
ENSG00000014216.16_CAPN1	11440.00	13233.00	14605.00	8087.00	8533.00	9454.00
ENSG00000014257.16_ACP3	65.00	47.00	51.00	22.00	31.00	24.00
ENSG00000014641.21_MDH1	6924.00	8343.00	9068.00	6218.00	6465.00	7580.00
ENSG00000014824.14_SLC30A9	5429.00	6314.00	6607.00	4994.00	5826.00	6209.00
ENSG00000014914.21_MTMR11	1436.00	1639.00	1737.00	1423.00	1481.00	1692.00
ENSG00000014919.13_COX15	5189.27	5527.18	6235.90	4879.24	5090.57	5617.48
ENSG00000015133.20_CCDC88C	119.00	137.00	161.00	88.00	96.00	131.00
ENSG00000015153.15_YAF2	3309.00	3825.00	4026.00	2516.00	2878.00	2710.00
ENSG00000015171.20_ZMYND11	8636.00	9924.00	10976.00	6528.00	6935.00	7769.00
ENSG00000015285.11_WAS	136.00	181.00	222.00	89.00	104.00	131.00
ENSG00000015413.10_DPEP1	2.00	0.00	0.00	0.00	0.00	0.00
ENSG00000015475.19_BID	1584.00	1875.00	1948.00	884.00	1100.00	1074.00
ENSG00000015479.20_MATR3	15837.87	17693.33	18933.62	15503.66	17080.21	17812.31
ENSG00000015520.15_NPC1L1	160.00	112.00	191.00	152.00	162.00	112.00
ENSG00000015532.10_XYLT2	2427.00	3005.00	3169.00	1577.00	1931.00	2088.00
ENSG00000015568.13_RGPD5	3267.11	4479.87	2754.96	3324.62	3420.84	2962.05
ENSG00000015592.17_STMN4	0.00	0.00	0.00	2.00	2.00	7.00
ENSG00000015676.18_NUDCD3	9524.00	10483.00	11520.00	6437.00	7211.00	7559.00
ENSG00000016082.15_ISL1	4.00	8.00	10.00	2.00	5.00	1.00
ENSG00000016391.11_CHDH	14.00	12.00	17.00	2.00	13.00	14.00
ENSG00000016402.14_IL20RA	6.00	6.00	6.00	2.00	2.00	6.00
ENSG00000016490.16_CLCA1	1.00	0.00	2.00	0.00	0.00	0.00
ENSG00000016602.9_CLCA4	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000016864.19_GLT8D1	2891.00	3451.00	3642.00	2521.00	2782.00	3121.00
ENSG00000017260.20_ATP2C1	7876.00	9092.00	9588.00	7001.00	7906.00	8406.00
ENSG00000017427.17_IGF1	285.00	299.00	240.00	79.00	94.00	105.00
ENSG00000017483.16_SLC38A5	17.00	22.00	15.00	14.00	13.00	19.00
ENSG00000017797.13_RALBP1	6427.00	7354.00	7850.00	4973.00	5525.00	6188.00
ENSG00000018189.13_RUFY3	4918.00	4932.00	5269.00	5132.00	5173.00	5357.00
ENSG00000018236.15_CNTN1	0.00	7.00	3.00	8.00	3.00	8.00
ENSG00000018280.17_SLC11A1	13.00	10.00	12.00	10.00	13.00	6.00
ENSG00000018408.15_WWTR1	76281.00	87760.00	92214.00	53982.00	58621.00	60466.00
ENSG00000018510.18_AGPS	12549.00	14301.00	15268.00	11616.00	11766.00	12587.00
ENSG00000018607.8_ZNF806	8.00	5.00	0.00	2.00	5.00	3.00
ENSG00000018610.15_STEEP1	669.00	818.00	1045.00	816.00	779.00	995.00
ENSG00000018625.15_ATP1A2	2.00	4.00	9.00	1.00	0.00	0.00
ENSG00000018699.13_TTC27	1739.00	2097.00	2277.00	1536.00	1703.00	1900.00
ENSG00000018869.18_ZNF582	211.00	241.00	234.00	172.00	205.00	239.00
ENSG00000019102.12_VSIG2	0.00	0.00	0.00	0.00	2.00	2.00
ENSG00000019144.20_PHLDB1	8458.00	9176.00	10321.00	5404.00	5750.00	5818.00
ENSG00000019169.11_MARCO	3.00	0.00	4.00	4.00	5.00	5.00
ENSG00000019186.10_CYP24A1	36.00	15.00	22.00	10.00	5.00	9.00
ENSG00000019485.14_PRDM11	7.00	2.00	13.00	5.00	6.00	4.00
ENSG00000019505.8_SYT13	0.00	0.00	0.00	1.00	0.00	0.00
ENSG00000019549.13_SNAI2	1.00	5.00	0.00	6.00	0.00	0.00
ENSG00000019582.17_CD74	57350.00	67343.00	71591.00	30553.00	36503.00	42711.00
ENSG00000019991.18_HGF	0.00	0.00	0.00	1.00	10.00	10.00
ENSG00000019995.6_ZRANB1	4915.09	5815.98	5813.03	4088.87	4514.16	4614.75
ENSG00000020129.16_NCDN	2860.00	3107.00	3529.00	2107.00	2353.00	2559.00
ENSG00000020181.18_ADGRA2	1519.00	1646.00	1845.00	951.00	1055.00	1108.00
ENSG00000020219.9_CCT8L1P	0.00	0.00	1.00	1.00	1.00	5.00
ENSG00000020256.20_ZFP64	4214.00	4750.00	5222.00	3048.00	3223.00	3612.00
ENSG00000020426.11_MNAT1	417.00	486.00	485.00	315.00	389.00	354.00
ENSG00000020577.14_SAMD4A	2318.00	2389.00	2443.00	2166.00	2207.00	2273.00
ENSG00000020633.19_RUNX3	4.00	3.00	0.00	4.00	2.00	2.00
ENSG00000020922.13_MRE11	2807.00	2964.00	3498.00	2674.00	2941.00	2863.00
ENSG00000021300.14_PLEKHB1	5774.00	6561.00	7224.00	2993.00	3171.00	3849.00
ENSG00000021355.13_SERPINB1	28.00	22.00	17.00	7.00	2.00	3.00
ENSG00000021461.18_CYP3A43	3.00	0.00	0.00	0.00	0.00	0.00
ENSG00000021488.13_SLC7A9	13.00	6.00	9.00	27.00	29.00	24.00
ENSG00000021574.13_SPAST	6589.00	7679.00	8201.00	5628.00	6106.00	6629.00
ENSG00000021645.20_NRXN3	25697.00	27711.00	29823.00	22419.00	24403.00	24090.00
ENSG00000021762.20_OSBPL5	805.00	740.00	799.00	502.00	579.00	612.00
ENSG00000021776.11_AQR	21150.00	22798.00	24236.00	16775.00	17377.00	17777.00
ENSG00000021826.18_CPS1	2552.00	2905.00	3145.00	1423.00	1651.00	1744.00
ENSG00000021852.13_C8B	169.00	179.00	199.00	33.00	25.00	25.00
ENSG00000022267.19_FHL1	10088.00	12044.00	12361.00	7834.00	8391.00	8837.00
ENSG00000022277.13_RTF2	6354.00	7482.00	8006.61	5384.54	5596.00	6473.00
ENSG00000022355.18_GABRA1	0.00	2.00	0.00	2.00	0.00	0.00
ENSG00000022556.16_NLRP2	1.00	0.00	1.00	0.00	0.00	0.00
ENSG00000022567.10_SLC45A4	165.00	170.00	166.00	105.00	192.00	146.00
ENSG00000022840.17_RNF10	13324.00	14962.00	16541.00	12895.00	14130.00	15370.00
ENSG00000022976.16_ZNF839	506.00	600.00	561.00	342.00	373.00	468.00
ENSG00000023041.12_ZDHHC6	4268.00	5313.00	5431.00	3148.00	3174.00	3590.00
ENSG00000023171.20_GRAMD1B	23655.00	25357.00	26951.00	14786.00	15903.00	17287.00
ENSG00000023191.17_RNH1	4276.00	4829.00	5311.00	3677.00	4242.00	4352.00
ENSG00000023228.14_NDUFS1	32317.00	36233.00	39179.00	30558.00	33432.00	34575.00
ENSG00000023287.13_RB1CC1	4943.00	5653.00	5987.00	4642.00	4709.00	5279.00
ENSG00000023318.9_ERP44	5295.00	6399.00	6983.00	5910.00	6201.00	6563.00
ENSG00000023330.15_ALAS1	7072.00	8092.00	8928.00	6535.00	6989.00	7048.00
ENSG00000023445.16_BIRC3	252.00	261.00	313.00	574.00	506.00	595.00
ENSG00000023516.9_AKAP11	11913.00	12637.00	12895.00	11405.00	12398.00	12368.00
ENSG00000023572.10_GLRX2	2438.00	2996.00	3136.00	2366.00	2646.00	2900.00
ENSG00000023608.5_SNAPC1	330.17	406.61	401.52	351.81	356.73	452.21
ENSG00000023697.13_DERA	1208.00	1515.00	1640.00	886.00	937.00	966.00
ENSG00000023734.11_STRAP	5808.00	6434.00	7221.00	5220.00	5707.00	6839.00
ENSG00000023839.12_ABCC2	209.00	253.00	178.00	147.00	168.00	184.00
ENSG00000023892.11_DEF6	22.00	24.00	29.00	25.00	14.00	15.00
ENSG00000023902.14_PLEKHO1	1748.00	2038.00	2391.00	1494.00	1401.00	1655.00
ENSG00000023909.10_GCLM	15316.00	17743.00	19005.00	11627.00	12022.00	12845.00
ENSG00000024048.11_UBR2	5558.00	5796.00	6186.00	5332.00	5616.00	5944.00
ENSG00000024422.12_EHD2	4922.00	5650.00	6377.00	4721.00	5057.00	4848.00
ENSG00000024526.17_DEPDC1	11471.99	14483.00	14989.00	11043.00	11285.00	11351.98
ENSG00000024862.18_CCDC28A	742.00	891.00	1058.00	513.00	499.00	679.00
ENSG00000025039.15_RRAGD	8045.00	9005.00	10212.00	5920.00	6300.00	7061.00
ENSG00000025156.13_HSF2	2854.00	3383.00	3649.00	2390.00	2522.00	2851.00
ENSG00000025293.17_PHF20	5602.00	6133.00	6730.00	5270.00	5692.00	6124.00
ENSG00000025423.11_HSD17B6	44.00	34.00	36.00	12.00	28.00	17.00
ENSG00000025434.19_NR1H3	863.00	1023.00	1117.00	803.00	803.00	909.00
ENSG00000025708.14_TYMP	27.00	22.00	37.00	5.35	23.00	22.00
ENSG00000025770.19_NCAPH2	1245.87	1588.82	1513.27	764.11	852.42	1010.88
ENSG00000025772.8_TOMM34	7338.00	8866.00	9033.00	7133.00	7509.00	7881.00
ENSG00000025796.14_SEC63	12863.00	14614.00	15487.00	12663.00	14013.99	15923.00
ENSG00000025800.14_KPNA6	26650.00	30032.00	32013.00	21504.00	22285.55	23448.00
ENSG00000026025.16_VIM	470155.00	530665.00	593687.00	343021.00	370654.00	428998.00
ENSG00000026036.22_RTEL1-TNFRSF6B	381.72	435.73	464.23	271.86	333.57	283.36
ENSG00000026103.23_FAS	8397.00	9543.00	10249.00	7024.00	8160.00	8244.00
ENSG00000026297.17_RNASET2	856.00	787.74	898.00	589.00	605.16	651.00
ENSG00000026508.21_CD44	218768.00	255736.00	276934.00	215131.00	238744.00	268416.00
ENSG00000026559.14_KCNG1	6.00	4.00	9.00	5.00	17.00	11.00
ENSG00000026652.15_AGPAT4	6566.00	6524.00	6989.00	8078.00	8444.00	8851.00
ENSG00000026751.17_SLAMF7	1.00	1.00	0.00	1.00	2.00	4.00
ENSG00000026950.17_BTN3A1	886.56	1092.46	1184.53	926.15	883.93	1022.39
ENSG00000027001.10_MIPEP	1415.00	1714.00	1751.00	1187.00	1298.00	1532.00
ENSG00000027075.17_PRKCH	1.00	0.00	1.00	11.00	0.00	5.00
ENSG00000027644.5_INSRR	7.00	6.00	3.00	1.00	2.00	0.00
ENSG00000027697.15_IFNGR1	5369.00	6249.00	6484.00	5212.00	5483.00	6052.00
ENSG00000027847.14_B4GALT7	862.00	904.00	1004.00	670.00	679.00	734.00
ENSG00000027869.12_SH2D2A	51.00	67.00	67.00	56.00	63.00	51.00
ENSG00000028116.18_VRK2	21.00	22.00	14.00	13.00	11.00	11.00
ENSG00000028137.19_TNFRSF1B	14.00	9.00	20.00	0.00	10.00	2.00
ENSG00000028203.19_VEZT	5839.00	6576.00	7082.00	5136.00	5576.00	5757.00
ENSG00000028277.22_POU2F2	100.00	86.00	118.00	82.00	106.00	96.00
ENSG00000028310.18_BRD9	3356.63	3516.97	3866.90	2622.39	2692.99	2930.81
ENSG00000028528.15_SNX1	9745.00	10357.00	11958.00	8105.00	8128.00	9103.00
ENSG00000028839.10_TBPL1	5250.42	5866.25	6520.53	4952.68	5031.58	5716.80
ENSG00000029153.15_ARNTL2	4353.00	4913.00	5529.00	3287.00	3353.00	3488.00
ENSG00000029363.17_BCLAF1	32214.88	36230.85	40279.89	25520.80	26644.50	28543.42
ENSG00000029364.12_SLC39A9	7804.00	8570.00	9211.00	6037.00	6421.00	6818.00
ENSG00000029534.21_ANK1	11590.00	12425.00	13665.00	10112.00	11098.00	10776.00
ENSG00000029559.7_IBSP	0.00	1.00	0.00	0.00	0.00	0.00
ENSG00000029639.11_TFB1M	375.79	326.36	412.70	386.67	372.68	362.56
ENSG00000029725.17_RABEP1	5026.00	5702.00	6285.00	4357.00	4639.00	5404.00
ENSG00000029993.15_HMGB3	2027.00	2403.00	2738.00	1563.00	1600.00	1762.00
ENSG00000030066.13_NUP160	15238.00	17521.00	18479.00	14227.00	15533.00	16269.00
ENSG00000030110.14_BAK1	806.00	909.00	1102.00	718.94	695.00	771.00
ENSG00000030304.15_MUSK	4.00	1.00	4.00	2.00	0.00	0.00
ENSG00000030419.17_IKZF2	3684.00	3931.00	4145.00	2576.00	2722.00	2658.00
ENSG00000030582.18_GRN	14105.00	15905.00	17503.00	11566.00	12250.00	13338.00
ENSG00000031003.11_FAM13B	4036.00	4582.00	4680.00	2416.00	2673.00	2886.00
ENSG00000031081.11_ARHGAP31	9927.00	10316.00	11524.00	9170.00	9850.00	10042.00
ENSG00000031691.7_CENPQ	2788.00	3495.00	3812.00	1971.00	2132.00	2254.00
ENSG00000031698.13_SARS1	7122.00	8194.00	8918.00	6401.00	6514.00	7740.00
ENSG00000031823.14_RANBP3	7033.00	7787.00	8620.00	5336.00	5845.00	6465.00
ENSG00000032219.19_ARID4A	1890.00	2170.00	2419.00	2003.00	2105.00	2140.00
ENSG00000032389.13_EIPR1	2436.00	2789.00	2921.00	1950.00	2286.00	2398.00
ENSG00000032444.17_PNPLA6	9195.00	10393.00	11599.00	7460.00	8203.00	8757.00
ENSG00000032742.18_IFT88	737.00	929.00	931.00	481.00	557.00	682.00
ENSG00000033011.14_ALG1	1969.00	2298.00	2267.00	1958.00	2084.00	2258.00
ENSG00000033030.15_ZCCHC8	2099.00	2247.00	2465.00	2594.00	2914.00	3118.00
ENSG00000033050.9_ABCF2	5178.02	6160.31	6238.79	4255.57	4682.12	4979.98
ENSG00000033100.17_CHPF2	5737.25	6381.00	6999.00	4515.00	4742.83	4989.47
ENSG00000033122.21_LRRC7	739.00	471.00	520.00	532.00	596.00	443.00
ENSG00000033170.17_FUT8	9352.00	10586.00	11523.00	6839.00	7665.00	8714.00
ENSG00000033178.13_UBA6	8713.00	10056.00	10392.00	3896.00	3804.00	4267.00
ENSG00000033327.13_GAB2	8862.00	9456.00	10923.00	10444.00	10694.00	11406.00
ENSG00000033627.17_ATP6V0A1	16449.00	17649.00	19108.00	11310.00	12442.00	13131.00
ENSG00000033800.14_PIAS1	13412.00	15717.00	16819.00	10042.00	10464.00	10908.00
ENSG00000033867.17_SLC4A7	11337.00	12598.00	13349.00	14924.00	16262.00	16878.00
ENSG00000034053.15_APBA2	4938.00	5336.00	5918.00	3884.00	4127.00	4666.00
ENSG00000034152.19_MAP2K3	1705.00	1876.00	2036.00	1392.00	1594.00	1660.00
ENSG00000034239.11_EFCAB1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000034510.6_TMSB10	5164.00	5393.00	7087.00	3853.00	4064.00	5000.00
ENSG00000034533.12_ASTE1	792.00	965.00	988.00	779.00	812.00	918.00
ENSG00000034677.13_RNF19A	5541.00	6135.00	6613.00	4757.00	5180.00	5546.00
ENSG00000034693.15_PEX3	1175.00	1250.00	1457.00	1164.00	1296.00	1536.00
ENSG00000034713.8_GABARAPL2	5701.00	6658.00	6916.00	4827.00	5497.00	5924.00
ENSG00000034971.17_MYOC	0.00	0.00	0.00	0.00	5.00	0.00
ENSG00000035115.22_SH3YL1	1730.00	1953.00	2076.00	1555.00	1736.00	1870.00
ENSG00000035141.8_FAM136A	5549.00	6755.00	6910.00	3912.00	4359.00	4574.00
ENSG00000035403.18_VCL	37642.00	43141.00	46835.00	31634.00	35307.00	37261.00
ENSG00000035499.13_DEPDC1B	692.00	823.00	794.00	468.00	514.00	433.00
ENSG00000035664.11_DAPK2	1242.00	1201.00	1389.00	855.00	911.00	908.00
ENSG00000035681.9_NSMAF	2552.00	2934.00	3263.00	2258.00	2296.00	2691.00
ENSG00000035687.10_ADSS2	6644.00	8185.00	7879.00	4771.00	5246.00	5439.00
ENSG00000035720.8_STAP1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000035862.12_TIMP2	215340.00	243727.00	262690.00	205366.00	222745.00	233033.99
ENSG00000035928.17_RFC1	9035.00	10538.00	11759.00	8297.00	8448.00	8940.00
ENSG00000036054.13_TBC1D23	4392.00	5012.00	5620.00	4228.00	4679.00	5270.00
ENSG00000036257.14_CUL3	11059.00	12730.00	13352.00	9928.00	10431.00	11308.00
ENSG00000036448.10_MYOM2	0.00	0.00	2.00	0.00	0.00	0.00
ENSG00000036473.8_OTC	0.00	1.00	0.00	2.00	4.00	2.00
ENSG00000036530.9_CYP46A1	396.00	410.00	449.00	174.00	247.00	198.00
ENSG00000036549.13_ZZZ3	9271.00	10090.00	10791.00	8670.00	9566.00	10200.00
ENSG00000036565.15_SLC18A1	0.00	0.00	1.00	0.00	0.00	0.00
ENSG00000036672.16_USP2	192.00	172.00	175.00	111.00	102.00	103.00
ENSG00000036828.17_CASR	0.00	0.00	0.00	0.00	0.00	1.00
ENSG00000037042.9_TUBG2	1690.19	2000.16	2209.38	1734.24	1973.60	2079.80
ENSG00000037241.7_RPL26L1	567.98	594.00	681.00	449.99	500.00	578.96
ENSG00000037280.16_FLT4	1.00	0.00	1.00	0.00	1.00	0.00
ENSG00000037474.15_NSUN2	4640.00	5223.00	5949.00	4770.00	4990.00	5453.00
ENSG00000037637.11_FBXO42	2932.00	3017.00	3217.00	2707.00	2765.00	2998.00
ENSG00000037749.13_MFAP3	7950.00	8916.00	9401.00	7142.00	7555.00	8485.00
ENSG00000037757.14_MRI1	1445.00	1810.00	1813.00	1165.00	1284.00	1238.00
ENSG00000037897.17_METTL1	1779.00	2086.00	2262.00	1692.00	1697.00	1875.00
ENSG00000037965.6_HOXC8	39.00	37.00	43.00	17.00	30.00	37.00
ENSG00000038002.9_AGA	1101.00	1248.00	1401.00	1173.00	1264.00	1375.00
ENSG00000038210.14_PI4K2B	918.00	1022.00	1103.00	714.00	648.00	795.00
ENSG00000038219.13_BOD1L1	8517.00	8174.00	8959.00	7515.00	7810.00	7682.00
ENSG00000038274.17_MAT2B	3024.00	3284.00	3519.00	2615.00	2905.00	3378.00
ENSG00000038295.8_TLL1	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000038358.15_EDC4	3301.53	3815.99	4116.65	3207.69	3689.68	3652.20
ENSG00000038382.21_TRIO	10376.00	10132.00	10833.00	9616.00	9866.00	10109.00
ENSG00000038427.16_VCAN	136754.00	135004.00	146510.00	142945.00	137135.00	135783.00
ENSG00000038532.16_CLEC16A	4567.00	5033.00	5077.00	3825.00	4283.00	4294.00
ENSG00000038945.15_MSR1	5.00	0.00	0.00	0.00	2.00	0.00
ENSG00000039068.20_CDH1	83.00	90.00	107.00	39.00	35.00	62.00
ENSG00000039123.16_MTREX	7668.00	8877.00	9497.00	6766.00	7371.00	7732.00
ENSG00000039139.11_DNAH5	1041.00	903.00	1006.00	678.00	696.00	657.00
ENSG00000039319.17_ZFYVE16	3279.00	3509.00	4039.00	2372.00	2558.00	2970.00
ENSG00000039523.20_RIPOR1	10620.00	11813.00	13516.00	8708.00	9376.00	9534.00
ENSG00000039537.14_C6	125.00	158.00	123.00	39.00	53.00	39.00
ENSG00000039560.14_RAI14	9965.00	11420.00	12613.00	12793.00	12822.00	15071.00
ENSG00000039600.11_SOX30	42.00	31.00	29.00	48.00	51.00	53.00
ENSG00000039650.12_PNKP	1162.00	1301.00	1374.00	1127.00	1170.00	1303.00
ENSG00000039987.7_BEST2	10.00	4.00	14.00	6.00	6.00	16.00
ENSG00000040199.18_PHLPP2	5209.00	5542.00	5945.00	4057.00	4058.00	4304.00
ENSG00000040275.17_SPDL1	1877.00	2381.00	2484.00	1841.00	1914.00	1951.00
ENSG00000040341.18_STAU2	5296.41	5733.56	6196.60	3775.31	3939.24	4361.39
ENSG00000040487.13_SLC66A1	758.00	751.00	799.00	596.00	729.00	715.00
ENSG00000040531.16_CTNS	3535.00	4332.00	4441.00	3716.00	4392.00	4322.00
ENSG00000040608.14_RTN4R	185.00	179.00	154.00	74.00	97.00	82.00
ENSG00000040633.13_PHF23	4668.00	5390.00	6057.00	4532.00	4743.00	5387.00
ENSG00000040731.10_CDH10	65.00	57.00	99.00	25.00	22.00	28.00
ENSG00000040933.16_INPP4A	7613.00	8450.00	9148.00	5315.00	5804.00	5825.00
ENSG00000041353.10_RAB27B	1625.00	1849.00	2049.00	1845.00	1858.00	2046.00
ENSG00000041357.16_PSMA4	12758.00	14922.00	15763.00	10389.00	11334.00	12138.00
ENSG00000041515.16_MYO16	38.00	40.00	50.00	40.00	42.00	60.00
ENSG00000041802.11_LSG1	5363.00	6339.00	6859.00	5997.00	6643.00	7199.00
ENSG00000041880.15_PARP3	1466.00	1793.00	1937.00	1194.00	1187.00	1318.00
ENSG00000041982.16_TNC	357.00	297.00	326.00	395.00	433.00	370.00
ENSG00000041988.16_THAP3	512.00	557.00	618.00	571.00	697.00	687.00
ENSG00000042062.13_RIPOR3	0.00	0.00	0.00	1.00	1.00	0.00
ENSG00000042088.14_TDP1	1448.00	1682.00	1795.00	1197.00	1186.00	1325.00
ENSG00000042286.15_AIFM2	342.00	364.00	477.00	297.00	331.00	377.00
ENSG00000042304.13_C2orf83	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000042317.17_SPATA7	271.00	393.00	346.00	215.00	223.00	243.00
ENSG00000042429.12_MED17	5667.00	6311.00	6654.00	5581.00	6153.00	6019.00
ENSG00000042445.14_RETSAT	1736.00	1912.00	2171.00	2005.00	2098.00	2266.00
ENSG00000042493.16_CAPG	873.00	1122.00	1249.00	677.00	734.00	758.00
ENSG00000042753.12_AP2S1	3717.00	4019.00	4620.00	2300.00	2388.00	2931.00
ENSG00000042781.14_USH2A	4.00	1.00	12.00	13.00	6.00	6.00
ENSG00000042813.8_ZPBP	0.00	0.00	0.00	0.00	0.00	0.00
ENSG00000042832.12_TG	9.00	7.00	2.00	1.00	1.00	13.00
ENSG00000042980.13_ADAM28	0.00	0.00	4.00	0.00	0.00	0.00
ENSG00000043039.7_BARX2	0.00	0.00	2.00	0.00	0.00	0.00
ENSG00000043093.15_DCUN1D1	13787.00	15513.00	16764.00	13216.00	14178.00	14708.00
ENSG00000043143.22_JADE2	3017.00	3369.00	3783.00	2391.00	2687.00	2586.00
ENSG00000043355.12_ZIC2	6197.00	7539.00	7688.00	6497.00	6379.00	6767.00
ENSG00000043462.13_LCP2	16.00	32.00	44.00	16.00	31.00	29.00
ENSG00000043514.17_TRIT1	914.00	990.00	1082.00	1061.00	1205.00	1262.00
ENSG00000043591.6_ADRB1	67.00	96.00	81.00	47.00	69.00	74.00
ENSG00000044012.4_GUCA2B	1.00	0.00	0.00	0.00	0.00	0.00
ENSG00000044090.13_CUL7	2200.00	2247.00	2564.00	1895.28	1887.00	2232.00
ENSG00000044115.21_CTNNA1	34464.00	40227.00	42920.00	33395.00	35676.00	38533.00
ENSG00000044446.12_PHKA2	1741.00	1826.00	1970.00	1297.00	1585.00	1510.00
ENSG00000044459.15_CNTLN	3017.00	3526.00	3774.00	2672.00	2868.00	2946.00
ENSG00000044524.11_EPHA3	6287.00	7122.00	7833.00	7031.00	7755.00	7956.00
ENSG00000044574.9_HSPA5	29109.99	32696.00	35411.76	26560.70	27687.00	32529.99
ENSG00000046604.14_DSG2	57.00	45.00	28.00	8.00	14.00	6.00
ENSG00000046647.14_GEMIN8	538.00	581.00	584.00	492.00	532.00	535.00
ENSG00000046651.16_OFD1	3271.00	3282.00	3585.00	2755.00	2970.00	2917.00
ENSG00000046653.15_GPM6B	78644.00	95078.00	99089.00	56741.00	65566.00	69269.00
ENSG00000046774.10_MAGEC2	83.00	119.00	125.00	48.00	48.00	48.00
ENSG00000046889.19_PREX2	9814.00	10134.00	10649.00	6303.00	6819.00	6587.00
ENSG00000047056.17_WDR37	1510.00	1673.00	1769.00	1381.00	1324.00	1456.00
ENSG00000047188.16_YTHDC2	3200.00	3453.00	3892.00	3105.00	3515.00	3548.00
ENSG00000047230.15_CTPS2	2320.00	2411.00	2736.00	1728.00	1955.00	2029.00
ENSG00000047249.18_ATP6V1H	2586.00	2785.00	2937.00	2593.00	2937.00	2924.00
ENSG00000047315.17_POLR2B	5113.00	5549.00	6242.00	4037.00	4410.00	4661.00
ENSG00000047346.13_FAM214A	7126.00	7611.00	7884.00	6920.00	7425.00	7851.00
ENSG00000047365.13_ARAP2	3530.00	3879.00	3972.00	2726.00	2975.00	3085.00
ENSG00000047410.14_TPR	28463.00	29661.00	33020.00	26496.00	27558.00	28380.00
ENSG00000047457.14_CP	27240.79	30130.75	29891.66	11140.92	10871.67	13932.56
ENSG00000047578.14_KATNIP	2831.00	3178.00	3393.00	2691.00	2874.00	3315.00
